url_id,content_entity_id,raw_url,normalized_url,target_country,language,locale_tag,page_type,template_file,source_file_or_model,discovery_sources,inventory_state,expected_indexability,in_sitemap,sitemap_lastmod,first_published,notes
HOME-BR,,https://www.myglobalhealth.online/brazil/pt,https://www.myglobalhealth.online/brazil/pt,Brazil,pt,pt-BR,market_home,frontend/app/[country]/[lang]/page.tsx,,redirect_target|route|sitemap,canonical_candidate,index,yes,2026-09-15T04:54:05.577Z,,
HOME-CZ,,https://www.myglobalhealth.online/czechia/cs,https://www.myglobalhealth.online/czechia/cs,Czechia,cs,cs-CZ,market_home,frontend/app/[country]/[lang]/page.tsx,,redirect_target|route|sitemap,canonical_candidate,index,yes,2026-09-14T18:42:37.082Z,,
HOME-ES,,https://www.myglobalhealth.online/spain/es,https://www.myglobalhealth.online/spain/es,Spain,es,es-ES,market_home,frontend/app/[country]/[lang]/page.tsx,,redirect_target|route|sitemap,canonical_candidate,index,yes,2026-09-14T19:36:27.076Z,,
HOME-IE,,https://www.myglobalhealth.online/ireland/en,https://www.myglobalhealth.online/ireland/en,Ireland,en,en-IE,market_home,frontend/app/[country]/[lang]/page.tsx,,redirect_target|route|sitemap,canonical_candidate,index,yes,2026-09-14T18:42:37.082Z,,
HOME-PT,,https://www.myglobalhealth.online/portugal/pt,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,pt-PT,market_home,frontend/app/[country]/[lang]/page.tsx,,redirect_target|route|sitemap,canonical_candidate,index,yes,2026-09-14T18:42:37.082Z,,
HOME-RO,,https://www.myglobalhealth.online/romania/ro,https://www.myglobalhealth.online/romania/ro,Romania,ro,ro-RO,market_home,frontend/app/[country]/[lang]/page.tsx,,redirect_target|route|sitemap,canonical_candidate,index,yes,2026-09-14T18:42:37.082Z,,
U000001,,/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2542957205546960617,https://www.myglobalhealth.online/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2542957205546960617,,,,root_home,frontend/app/(global)/page.tsx,,legacy_export|redirect_target|route|sitemap,canonical_candidate,noindex,yes,,,
U000002,,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/erectyle-dysfunction-consultation,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/erectyle-dysfunction-consultation,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #126 -> /:country/:lang/mens-health-consultation (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000003,,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/family-medicine-consultation,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/family-medicine-consultation,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #124 -> /:country/:lang/chronic-disease-consultation (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000004,,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/medical-consultation,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/medical-consultation,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #123 -> /:country/:lang/acute-medical-consultation (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000005,,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/pain-management-consultation,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/pain-management-consultation,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #125 -> /:country/:lang/musculoskeletal-pain-assessment (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000006,,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/referral-consultation,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/referral-consultation,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #128 -> /:country/:lang/referral-and-investigations (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000007,,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/self-referral,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/self-referral,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #129 -> /:country/:lang/referral-and-investigations (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000008,,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/sick-leave,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/sick-leave,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #131 -> /:country/:lang/services/sick-certificate-ireland (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000009,,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/treatment-refill,https://www.myglobalhealth.online/:country(ireland)/:lang(en|pt|es|cs|ro|de)/treatment-refill,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #127 -> /:country/:lang/treatment-review (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000010,,https://www.myglobalhealth.online/:country(ireland|portugal|spain|romania)/:lang(en|pt|es|cs|ro|de)/specialist-appointment,https://www.myglobalhealth.online/:country(ireland|portugal|spain|romania)/:lang(en|pt|es|cs|ro|de)/specialist-appointment,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #121 -> /:country/:lang/see-a-specialist (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000011,,https://www.myglobalhealth.online/:country(ireland|portugal|spain|romania)/:lang(en|pt|es|cs|ro|de)/specialist-consultation,https://www.myglobalhealth.online/:country(ireland|portugal|spain|romania)/:lang(en|pt|es|cs|ro|de)/specialist-consultation,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #117 -> /:country/:lang/see-a-specialist (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000012,,https://www.myglobalhealth.online/:country(ireland|romania)/:lang(en|pt|es|cs|ro|de)/tests,https://www.myglobalhealth.online/:country(ireland|romania)/:lang(en|pt|es|cs|ro|de)/tests,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #119 -> /:country/:lang/lab-tests (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000013,,https://www.myglobalhealth.online/:country/:lang,https://www.myglobalhealth.online/:country/:lang,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000014,,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/book-online,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/book-online,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #114 -> /:country/:lang/book (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000015,,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/general-consultation,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/general-consultation,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #116 -> /:country/:lang/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000016,,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/gp-appointment,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/gp-appointment,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #115 -> /:country/:lang/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000017,,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/online-doctor-visit,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/online-doctor-visit,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #120 -> /:country/:lang/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000018,,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/prescriptions,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/prescriptions,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #118 -> /:country/:lang/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000019,,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/repeat-prescription,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/repeat-prescription,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #122 -> /:country/:lang/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000020,,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/respiractory-infections,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/respiractory-infections,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #130 -> /:country/:lang/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000021,,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/services,https://www.myglobalhealth.online/:country/:lang(en|pt|es|cs|ro|de)/services,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #113 -> /:country/:lang (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000022,,https://www.myglobalhealth.online/:country/:lang/acute-medical-consultation,https://www.myglobalhealth.online/:country/:lang/acute-medical-consultation,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000023,,https://www.myglobalhealth.online/:country/:lang/book,https://www.myglobalhealth.online/:country/:lang/book,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000024,,https://www.myglobalhealth.online/:country/:lang/chronic-disease-consultation,https://www.myglobalhealth.online/:country/:lang/chronic-disease-consultation,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000025,,https://www.myglobalhealth.online/:country/:lang/gp-consultation-online,https://www.myglobalhealth.online/:country/:lang/gp-consultation-online,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000026,,https://www.myglobalhealth.online/:country/:lang/lab-tests,https://www.myglobalhealth.online/:country/:lang/lab-tests,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000027,,https://www.myglobalhealth.online/:country/:lang/mens-health-consultation,https://www.myglobalhealth.online/:country/:lang/mens-health-consultation,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000028,,https://www.myglobalhealth.online/:country/:lang/musculoskeletal-pain-assessment,https://www.myglobalhealth.online/:country/:lang/musculoskeletal-pain-assessment,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000029,,https://www.myglobalhealth.online/:country/:lang/referral-and-investigations,https://www.myglobalhealth.online/:country/:lang/referral-and-investigations,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000030,,https://www.myglobalhealth.online/:country/:lang/see-a-specialist,https://www.myglobalhealth.online/:country/:lang/see-a-specialist,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000031,,https://www.myglobalhealth.online/:country/:lang/services/sick-certificate-ireland,https://www.myglobalhealth.online/:country/:lang/services/sick-certificate-ireland,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000032,,https://www.myglobalhealth.online/:country/:lang/treatment-review,https://www.myglobalhealth.online/:country/:lang/treatment-review,,,,unknown,,,redirect_target,route_pattern_not_url,unknown,no,,,"next.config source pattern, not a URL; excluded from URL counts"
U000033,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/about,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/about,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #509 -> /ireland/en/about (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000034,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/blog,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/blog,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #504 -> /ireland/en/blog (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000035,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/book-online,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/book-online,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #457 -> /ireland/en/book (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000036,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #351 -> /ireland/en/book (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000037,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug(cz-.*),https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug(cz-.*),,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #348 -> /czechia/cs/book (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000038,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug(pt-.*),https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug(pt-.*),,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #347 -> /portugal/pt/book (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000039,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug(ro-.*),https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug(ro-.*),,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #346 -> /romania/ro/book (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000040,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug(sp-.*),https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/booking-calendar/:slug(sp-.*),,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #349 -> /spain/es/book (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000041,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/brazil-team,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/brazil-team,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #442 -> /brazil/pt/doctors (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000042,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/brazil/:slug,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/brazil/:slug,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #503 -> /brazil/pt (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000043,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/careers,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/careers,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #453 -> /ireland/en/about (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000044,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/category/all-products,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/category/all-products,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #513 -> /ireland/:locale/lab-tests (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000045,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/category/health-education,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/category/health-education,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #514 -> /ireland/:locale/blog (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000046,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/copy-of-privacy-policy,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/copy-of-privacy-policy,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #463 -> /privacy (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000047,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/:slug,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/:slug,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #432 -> /czechia/cs/doctors/:slug (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000048,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-ahmed-maklad,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-ahmed-maklad,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #388 -> /czechia/cs/doctors/dr-ahmed-maklad (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000049,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-andrei-lavrov,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-andrei-lavrov,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #401 -> /czechia/cs/doctors (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000050,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-jana-cyplinska,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-jana-cyplinska,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #395 -> /czechia/cs/doctors (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000051,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-libor-hlavaty,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-libor-hlavaty,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #398 -> /czechia/cs/doctors (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000052,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-michael-nytra,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-doctors/mudr-michael-nytra,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #393 -> /czechia/cs/doctors/dr-michael-nytra (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000053,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-specialist-consultations/:slug,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-specialist-consultations/:slug,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #523 -> /czechia/cs (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000054,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-team,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia-team,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #478 -> /czechia/cs/doctors (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000055,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia/:slug,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/czechia/:slug,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #500 -> /czechia/cs (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000056,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-br,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-br,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #477 -> /brazil/pt/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000057,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-cz,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-cz,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #475 -> /czechia/cs/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000058,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-ie,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-ie,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #472 -> /ireland/en/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000059,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-pt,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-pt,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #473 -> /portugal/pt/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000060,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-rm,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-rm,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #476 -> /romania/ro/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000061,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-sp,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/general-consultation-sp,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #474 -> /spain/es/gp-consultation-online (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000062,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #449 -> /ireland/:locale (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000063,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-cz,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-cz,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #445 -> /czechia/:locale (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000064,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-delivery,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-delivery,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #450 -> /ireland/:locale/lab-tests (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000065,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/:slug,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/:slug,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #506 -> /ireland/:locale/lab-tests (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000066,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/amh-test-%28anti-m%C3%BCllerian-hormone%29,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/amh-test-%28anti-m%C3%BCllerian-hormone%29,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #150 -> /ireland/:locale/lab-tests/amh-fertility-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000067,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/coeliac-disease-test,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/coeliac-disease-test,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #220 -> /ireland/:locale/lab-tests/genetic-coeliac-disease-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000068,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/female-hormone-test,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/female-hormone-test,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #188 -> /ireland/:locale/lab-tests/female-hormone-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000069,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/gut-microbiome-test,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/gut-microbiome-test,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #196 -> /ireland/:locale/lab-tests/gut-microbiome-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000070,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/haemochromatosis-test,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/haemochromatosis-test,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #208 -> /ireland/:locale/lab-tests/genetic-haemochromatosis-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000071,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/heart-health-home-test,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/heart-health-home-test,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #184 -> /ireland/:locale/lab-tests/heart-health-cholesterol-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000072,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/male-hormone-test,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/male-hormone-test,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #192 -> /ireland/:locale/lab-tests/male-hormone-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000073,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/nutrition-and-lifestyle-home-dna-test,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/nutrition-and-lifestyle-home-dna-test,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #200 -> /ireland/:locale/lab-tests/nutrition-lifestyle-dna-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000074,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/osentia-fracture-risk-assessment-test,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/osentia-fracture-risk-assessment-test,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #204 -> /ireland/:locale/lab-tests/fracture-risk-assessment-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
U000075,,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/psa-test-%28prostatic-specific-antigen%29,https://www.myglobalhealth.online/:locale(cs|es|pt|ro)/home-health-tests-1/psa-test-%28prostatic-specific-antigen%29,,,,unknown,,,redirect_source,route_pattern_not_url,redirect,no,,,"redirect rule #146 -> /ireland/:locale/lab-tests/psa-prostate-test (permanent=True) | next.config source pattern, not a URL; excluded from URL counts"
