date,search_type,clicks,impressions,ctr,avg_position,data_state,source_timezone,refresh_id,data_quality,source
2025-06-16,web,1,143,0.006993006993006993,69.1958041958042,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-17,web,3,157,0.01910828025477707,77.64331210191082,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-18,web,5,139,0.03597122302158273,74.19424460431655,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-19,web,0,129,0,75.44186046511628,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-20,web,2,143,0.013986013986013986,71.32167832167832,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-21,web,0,179,0,80.49720670391062,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-22,web,1,153,0.006535947712418301,74.08496732026144,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-23,web,4,187,0.0213903743315508,71.36898395721926,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-24,web,5,148,0.033783783783783786,67.92567567567568,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-25,web,2,145,0.013793103448275862,76.37931034482759,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-26,web,0,108,0,68.3425925925926,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-27,web,2,139,0.014388489208633094,79.6978417266187,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-28,web,1,135,0.007407407407407408,79.57037037037037,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-29,web,0,131,0,72.12977099236642,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-06-30,web,0,129,0,79.55813953488372,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-01,web,0,114,0,79.21052631578948,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-02,web,1,82,0.012195121951219513,71.1951219512195,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-03,web,2,127,0.015748031496062992,75.95275590551181,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-04,web,0,94,0,76.24468085106383,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-05,web,1,142,0.007042253521126761,75.96478873239437,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-06,web,0,126,0,78.76190476190476,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-07,web,2,261,0.007662835249042145,74.7624521072797,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-08,web,1,141,0.0070921985815602835,69.50354609929079,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-09,web,2,149,0.013422818791946308,73.04026845637584,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-10,web,0,150,0,76.10666666666667,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-11,web,3,163,0.018404907975460124,75.96319018404908,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-12,web,4,204,0.0196078431372549,77.17156862745098,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-13,web,1,272,0.003676470588235294,80.75,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-14,web,1,185,0.005405405405405406,69.56756756756756,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-15,web,0,93,0,71.6774193548387,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-16,web,1,45,0.022222222222222223,47.8,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-17,web,0,40,0,53.5,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-18,web,0,36,0,60.888888888888886,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-19,web,2,59,0.03389830508474576,69.98305084745763,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-20,web,2,47,0.0425531914893617,49.91489361702128,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-21,web,0,63,0,64.61904761904762,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-22,web,0,57,0,69.0701754385965,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-23,web,2,38,0.05263157894736842,43.76315789473684,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-24,web,1,56,0.017857142857142856,56.07142857142857,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-25,web,3,78,0.038461538461538464,57.205128205128204,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-26,web,1,42,0.023809523809523808,59.976190476190474,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-27,web,0,33,0,58.63636363636363,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-28,web,4,64,0.0625,51.484375,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-29,web,0,53,0,55.698113207547166,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-30,web,1,37,0.02702702702702703,45.972972972972975,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-07-31,web,0,47,0,65.8936170212766,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-01,web,3,60,0.05,58.7,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-02,web,2,49,0.04081632653061224,69.75510204081633,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-03,web,1,44,0.022727272727272728,52.27272727272727,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-04,web,0,66,0,54.59090909090909,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-05,web,1,42,0.023809523809523808,54.23809523809524,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-06,web,0,70,0,56.72857142857143,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-07,web,1,56,0.017857142857142856,47.17857142857143,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-08,web,1,45,0.022222222222222223,56.71111111111111,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-09,web,0,67,0,70.25373134328358,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-10,web,0,41,0,51.073170731707314,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-11,web,1,38,0.02631578947368421,47.13157894736842,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-12,web,1,45,0.022222222222222223,41.46666666666667,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-13,web,1,42,0.023809523809523808,40.95238095238095,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-14,web,4,46,0.08695652173913043,29.565217391304348,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-15,web,0,28,0,39.714285714285715,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-16,web,0,39,0,49.58974358974359,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-17,web,0,25,0,52.68,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-18,web,0,31,0,49.774193548387096,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-19,web,2,46,0.043478260869565216,40.76086956521739,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-20,web,0,45,0,46.28888888888889,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-21,web,1,40,0.025,56.25,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-22,web,1,39,0.02564102564102564,42.666666666666664,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
2025-08-23,web,2,50,0.04,44.14,final,America/Los_Angeles,R2026-09-15-GSC-A,,openseo:get_search_console_performance
