target_country,language,page_type,inventory_state,count
Spain,de,doctor,canonical_candidate,13
Spain,de,doctors_index,canonical_candidate,1
Spain,de,faq,orphan_candidate,1
Spain,de,legal,canonical_candidate,5
Spain,de,legal,orphan_candidate,5
Spain,de,market_home,canonical_candidate,1
Spain,de,press,canonical_candidate,1
Spain,de,pricing,canonical_candidate,1
Spain,de,service,canonical_candidate,24
Spain,de,static_other,noindexed_expected,1
Spain,de,tests_index,orphan_candidate,1
Spain,de,tool,canonical_candidate,8
Spain,de,unknown,unknown,2
Spain,en,about,canonical_candidate,1
Spain,en,blog_index,canonical_candidate,1
Spain,en,blog_post,canonical_candidate,7
Spain,en,booking,canonical_candidate,1
Spain,en,booking,orphan_candidate,1
Spain,en,careers,canonical_candidate,1
Spain,en,checkout,noindexed_expected,4
Spain,en,consult,orphan_candidate,2
Spain,en,contact,canonical_candidate,1
Spain,en,doctor,canonical_candidate,13
Spain,en,doctors_index,canonical_candidate,1
Spain,en,faq,canonical_candidate,1
Spain,en,legal,canonical_candidate,6
Spain,en,legal,orphan_candidate,4
Spain,en,market_home,canonical_candidate,1
Spain,en,press,canonical_candidate,1
Spain,en,pricing,canonical_candidate,1
Spain,en,service,canonical_candidate,24
Spain,en,static_other,noindexed_expected,1
Spain,en,tests_index,orphan_candidate,1
Spain,en,tool,canonical_candidate,8
Spain,en,unknown,unknown,2
Spain,es,about,canonical_candidate,1
Spain,es,blog_index,canonical_candidate,1
Spain,es,blog_post,canonical_candidate,7
Spain,es,booking,canonical_candidate,1
Spain,es,booking,orphan_candidate,1
Spain,es,careers,canonical_candidate,1
Spain,es,checkout,noindexed_expected,4
Spain,es,consult,orphan_candidate,2
Spain,es,contact,canonical_candidate,1
Spain,es,doctor,canonical_candidate,13
Spain,es,doctor,unknown,1
Spain,es,doctors_index,canonical_candidate,1
Spain,es,faq,canonical_candidate,1
Spain,es,legal,canonical_candidate,6
Spain,es,legal,orphan_candidate,4
Spain,es,market_home,canonical_candidate,1
Spain,es,press,canonical_candidate,1
Spain,es,pricing,canonical_candidate,1
Spain,es,service,canonical_candidate,24
Spain,es,static_other,noindexed_expected,1
Spain,es,tests_index,orphan_candidate,1
Spain,es,tool,canonical_candidate,8
Spain,es,unknown,unknown,2
Spain,pt,about,canonical_candidate,1
Spain,pt,blog_index,canonical_candidate,1
Spain,pt,blog_post,canonical_candidate,7
Spain,pt,booking,canonical_candidate,1
Spain,pt,booking,orphan_candidate,1
Spain,pt,careers,canonical_candidate,1
Spain,pt,checkout,noindexed_expected,4
Spain,pt,consult,orphan_candidate,2
Spain,pt,contact,canonical_candidate,1
Spain,pt,doctor,canonical_candidate,13
Spain,pt,doctors_index,canonical_candidate,1
Spain,pt,faq,orphan_candidate,1
Spain,pt,legal,canonical_candidate,5
Spain,pt,legal,orphan_candidate,5
Spain,pt,market_home,canonical_candidate,1
Spain,pt,press,canonical_candidate,1
Spain,pt,pricing,canonical_candidate,1
Spain,pt,service,canonical_candidate,24
Spain,pt,static_other,noindexed_expected,1
Spain,pt,tests_index,orphan_candidate,1
Spain,pt,tool,canonical_candidate,8
Spain,pt,unknown,unknown,2
Spain,ro,about,canonical_candidate,1
Spain,ro,blog_index,canonical_candidate,1
Spain,ro,blog_post,canonical_candidate,7
Spain,ro,booking,canonical_candidate,1
Spain,ro,booking,orphan_candidate,1
Spain,ro,careers,canonical_candidate,1
Spain,ro,checkout,noindexed_expected,4
Spain,ro,consult,orphan_candidate,2
Spain,ro,contact,canonical_candidate,1
Spain,ro,doctor,canonical_candidate,13
Spain,ro,doctors_index,canonical_candidate,1
Spain,ro,faq,orphan_candidate,1
Spain,ro,legal,canonical_candidate,5
Spain,ro,legal,orphan_candidate,5
Spain,ro,market_home,canonical_candidate,1
Spain,ro,press,canonical_candidate,1
Spain,ro,pricing,canonical_candidate,1
Spain,ro,service,canonical_candidate,24
Spain,ro,static_other,noindexed_expected,1
Spain,ro,tests_index,orphan_candidate,1
Spain,ro,tool,canonical_candidate,8
Spain,ro,unknown,unknown,2
