month_start,page,clicks,impressions,ctr,avg_position,period,truncated,refresh_id,source_timezone,source
2025-07-01,https://www.myglobalhealth.online/home-health-tests/general-health-blood-test,0,11,0,61.90909090909091,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/home-health-tests/genetic-lactose-intolerance-test,0,654,0,90.77522935779817,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/home-health-tests/thyroid-home-blood-test,0,6,0,75.5,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/home-health-tests/vitamin-b12-blood-test,0,938,0,84.05970149253731,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/home-health-tests/vitamin-d-blood-test,0,193,0,86.27461139896373,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/items-2/this-is-a-title-03,0,1,0,10,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/post/managing-cholesterol-beyond-statins,0,1,0,11,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/post/the-link-between-gut-health-and-mental-health,0,14,0,86.71428571428571,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/post/the-role-of-a-dietitian-in-managing-chronic-conditions,0,41,0,67.3170731707317,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/product-page/beauty-focus-collagen,0,27,0,14.25925925925926,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
