date,page,searcher_country,device,search_type,clicks,impressions,ctr,avg_position,row_key,refresh_id,data_state,source_timezone,data_quality,source
2026-07-21,https://www.myglobalhealth.online/brazil/de/services/pediatria-online,ALL,ALL,web,0,1,0,6,2026-07-21|https://www.myglobalhealth.online/brazil/de/services/pediatria-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/de/services/renovacao-receita-online,ALL,ALL,web,0,1,0,10,2026-07-21|https://www.myglobalhealth.online/brazil/de/services/renovacao-receita-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/de/services/segunda-opiniao-medica,ALL,ALL,web,0,1,0,5,2026-07-21|https://www.myglobalhealth.online/brazil/de/services/segunda-opiniao-medica|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/de/services/solicitacao-exames-online,ALL,ALL,web,1,2,0.5,7,2026-07-21|https://www.myglobalhealth.online/brazil/de/services/solicitacao-exames-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/en/services/atestado-medico-online,ALL,ALL,web,0,19,0,7.315789473684211,2026-07-21|https://www.myglobalhealth.online/brazil/en/services/atestado-medico-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/en/services/doencas-cronicas-online,ALL,ALL,web,0,1,0,1,2026-07-21|https://www.myglobalhealth.online/brazil/en/services/doencas-cronicas-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/en/services/pediatria-online,ALL,ALL,web,0,1,0,3,2026-07-21|https://www.myglobalhealth.online/brazil/en/services/pediatria-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/en/services/queda-cabelo-online,ALL,ALL,web,0,1,0,6,2026-07-21|https://www.myglobalhealth.online/brazil/en/services/queda-cabelo-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/en/services/saude-viagem-online,ALL,ALL,web,0,1,0,2,2026-07-21|https://www.myglobalhealth.online/brazil/en/services/saude-viagem-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/en/services/segunda-opiniao-medica,ALL,ALL,web,0,1,0,3,2026-07-21|https://www.myglobalhealth.online/brazil/en/services/segunda-opiniao-medica|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/en/services/solicitacao-exames-online,ALL,ALL,web,0,63,0,2.7777777777777777,2026-07-21|https://www.myglobalhealth.online/brazil/en/services/solicitacao-exames-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/es,ALL,ALL,web,0,1,0,7,2026-07-21|https://www.myglobalhealth.online/brazil/es|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/es/doctors,ALL,ALL,web,0,11,0,7.545454545454546,2026-07-21|https://www.myglobalhealth.online/brazil/es/doctors|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/es/services/atestado-medico-online,ALL,ALL,web,0,9,0,14.333333333333334,2026-07-21|https://www.myglobalhealth.online/brazil/es/services/atestado-medico-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/es/services/consulta-pele-online,ALL,ALL,web,0,1,0,76,2026-07-21|https://www.myglobalhealth.online/brazil/es/services/consulta-pele-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/es/services/pediatria-online,ALL,ALL,web,0,1,0,68,2026-07-21|https://www.myglobalhealth.online/brazil/es/services/pediatria-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
