page,country,clicks,impressions,ctr,avg_position,truncated,refresh_id,source_timezone,source
https://www.myglobalhealth.online/czechia-doctors/mudr-gabriele-felici,cze,1,2,0.5,8,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/czechia-doctors/mudr-gabriele-felici,gbr,1,1,1,2,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/czechia-doctors/mudr-libor-hlavaty,cze,1,402,0.0024875621890547263,11.823383084577115,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/czechia-doctors/mudr-yasmin-holz,isr,1,1,1,3,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/czechia-team,esp,1,9,0.1111111111111111,5.222222222222222,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/es/home-pt,esp,1,47,0.02127659574468085,6.702127659574468,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/es/home-sp,swe,1,1,1,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/home-delivery,irl,1,316,0.0031645569620253164,29.658227848101266,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/home-health-tests,can,1,6,0.16666666666666666,10,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/home-health-tests,gbr,1,51,0.0196078431372549,20.686274509803923,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/home-health-tests,irl,1,44,0.022727272727272728,64.18181818181819,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/home-pt,bel,1,1,1,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/home-sp,swe,1,1,1,3,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-ahmed-maklad,aus,1,6,0.16666666666666666,7.833333333333333,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-ahmed-maklad,cyp,1,1,1,3,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-andra-cristea,cze,1,1,1,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-fahad-farooq,cze,1,1,1,2,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-fatima-ali,cze,1,2,0.5,4,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-fatima-ali,pak,1,17,0.058823529411764705,9.235294117647058,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-grainne-ahern,gbr,1,5,0.2,5.6,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-mirza-aun-mohammad,irl,1,12,0.08333333333333333,4.583333333333334,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-tiago-miguel-figueira,aut,1,3,0.3333333333333333,2.333333333333333,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
