observed_at,source_domain,source_url,target_url,anchor,rel_attribute,link_status,first_seen,last_seen,provider,provider_metric_name,provider_metric_value,target_country,relevance,opportunity,evidence,resolved_target_url,resolved_http_status,rel_attributes_raw
2026-09-15,wix.to,https://wix.to/6wfhOn0,https://www.myglobalhealth.online/booking-calendar/konsultace-s-fyzioterapeutem?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,czechia,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/czechia/cs/services/bolesti-pohyboveho-aparatu?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/iJJAtQm,https://www.myglobalhealth.online/booking-calendar/konsultace-s-venereologem?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,czechia,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/czechia/cs/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/xkQqpZK,https://www.myglobalhealth.online/booking-calendar/consulta-de-neurologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/CSxOV42,https://www.myglobalhealth.online/booking-calendar/konsultace-s-pediatrem?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,czechia,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/UeXqUOa,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-neurologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/gAyYSER,https://www.myglobalhealth.online/booking-calendar/consulta-de-immunoalergologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/BSn0yQ8,https://www.myglobalhealth.online/booking-calendar/consulta-de-psiquiatria?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psiquiatria?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/NaOJjpU,https://www.myglobalhealth.online/booking-calendar/consulta-de-dermatologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/8ue7VDs,https://www.myglobalhealth.online/booking-calendar/consulta-de-gen%25C3%25A9tica?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/HgYnLn9,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-psiquiatria?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psiquiatria?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/VASa08f,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-immunoalergologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/BuuZJW8,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-dermatologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/vEhm1yG,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-gen%25C3%25A9tica?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/DJt19ue,https://www.myglobalhealth.online/booking-calendar/consulta-de-reumatologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/pUnseBG,https://www.myglobalhealth.online/booking-calendar/consulta-de-cardiologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-cardiologia?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/DczFhPP,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-cardiologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-cardiologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/ffnjgfX,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-reumatologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/5byJGZm,https://www.myglobalhealth.online/booking-calendar/asthma-prescription?utm_medium=page_links,,dofollow,live,2025-07-03,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/bzj51Lm,https://www.myglobalhealth.online/booking-calendar/consulta-com-dietista?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/bTFH8fe,https://www.myglobalhealth.online/booking-calendar/consulta-de-fisioterapia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/lr4RFo2,https://www.myglobalhealth.online/booking-calendar/consulta-de-endocrinologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/ownMUnF,https://www.myglobalhealth.online/booking-calendar/consulta-pedi%25C3%25A1trica?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/KNrmnVC,https://www.myglobalhealth.online/booking-calendar/consulta-de-venerologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/LooHQ27,https://www.myglobalhealth.online/booking-calendar/consulta-de-psicologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psicologia?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/6W3e8ta,https://www.myglobalhealth.online/booking-calendar/consulta-de-pneumologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/WK1paiX,https://www.myglobalhealth.online/booking-calendar/consulta-de-oncologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/ACAEZak,https://www.myglobalhealth.online/booking-calendar/consulta-de-urologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/JROn50d,https://www.myglobalhealth.online/booking-calendar/consulta-de-gastroenterologia?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/OMYnx5f,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-pedi%25C3%25A1trica?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/LD2gTxb,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-nutricionismo?utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/qd0zAla,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-geriatria?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/RgnqiQt,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-fisioterapia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/Ro6zjie,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-venerologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/8WutFO3,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-psicologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psicologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/9SH3dnz,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-pneumologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/5hPYYwn,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-oncologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/rDSwRpn,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-endocrinologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/2cQDSPZ,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-de-urologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/FP7r3I2,https://www.myglobalhealth.online/booking-calendar/pt-medicare-consulta-gastroenterologia?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,,dofollow,live,2025-11-21,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,portugal,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/portugal/pt/book?location=31db2656-1bd1-4106-b154-7836f55b1e20&utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/WIVHGpN,https://www.myglobalhealth.online/booking-calendar/migraine-prescription?utm_medium=page_links,,dofollow,live,2025-07-03,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/fwrb9tZ,https://www.myglobalhealth.online/booking-calendar/herpes-labial-prescription?utm_medium=page_links,,dofollow,live,2025-07-03,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/sYjWQ5N,https://www.myglobalhealth.online/booking-calendar/erectyle-dysfunction-prescription?utm_medium=page_links,,dofollow,live,2025-07-03,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/Ln8bOGa,https://www.myglobalhealth.online/booking-calendar/eczemaprescription?utm_medium=page_links,,dofollow,live,2025-07-03,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/dDDOXOo,https://www.myglobalhealth.online/booking-calendar/herpes-genital-prescription?utm_medium=page_links,,dofollow,live,2025-07-03,,DataForSEO via OpenSEO,domain_rank|spam_score,70|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/VkEOYyt,https://www.myglobalhealth.online/booking-calendar/dietitian-consultation?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/services/nutrition-specialist-consultation?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/lEist5O,https://www.myglobalhealth.online/booking-calendar/immunoallergology-consultation?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/LDzjHKB,https://www.myglobalhealth.online/booking-calendar/dermathology-consultation?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/services/skin-dermatology-consultation?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/OxedfIy,https://www.myglobalhealth.online/booking-calendar/genetic-consultation?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/3cWgz5N,https://www.myglobalhealth.online/booking-calendar/gastroentherology-consultation?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/dj5DTic,https://www.myglobalhealth.online/booking-calendar/reumathology-consultation?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/F5NdySr,https://www.myglobalhealth.online/booking-calendar/geriatric-consultation?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/U0dsPCn,https://www.myglobalhealth.online/booking-calendar/ro-consulta%25C8%259Bie-hipertensiune?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,romania,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/romania/ro/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/2lZuHop,https://www.myglobalhealth.online/booking-calendar/ro-consulta%25C8%259Bie-pentru-migren%25C4%2583?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,romania,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/romania/ro/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/sQntjeQ,https://www.myglobalhealth.online/booking-calendar/ro-consulta%25C8%259Bie-medic-de-familie?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,romania,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/romania/ro/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/tDxNq7L,https://www.myglobalhealth.online/booking-calendar/ro-re%25C3%25AEnnoire-tratament?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,romania,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/romania/ro/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/m7fw1Un,https://www.myglobalhealth.online/booking-calendar/ro-consulta%25C8%259Bie-diabet?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,romania,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/romania/ro/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/JQ1j5QD,https://www.myglobalhealth.online/booking-calendar/ro-consulta%25C8%259Bie-disfunc%25C8%259Bie-erectil%25C4%2583?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,romania,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/romania/ro/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/EhcZkmr,https://www.myglobalhealth.online/booking-calendar/ro-consulta%25C8%259Bie-pentru-managementul-dure?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,romania,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/romania/ro/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/ahF88Gl,https://www.myglobalhealth.online/booking-calendar/ro-consulta%25C8%259Bie-respiratorie?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,romania,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/romania/ro/book?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/Uz74kj8,https://www.myglobalhealth.online/booking-calendar/ie-in-person-manual-therapy?utm_medium=page_links,,dofollow,live,2026-05-28,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,keep,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/services/physiotherapy-specialist-consultation?utm_medium=page_links,200,
2026-09-15,wix.to,https://wix.to/x5n2m7q,https://www.myglobalhealth.online/booking-calendar/renova%25C3%25A7%25C3%25A3o-tratamento?utm_medium=page_links,,dofollow,live,2025-04-21,,DataForSEO via OpenSEO,domain_rank|spam_score,69|0,ireland,directory,update-legacy-target,seo/tracking/raw/2026-09-15/A7-market/backlinks-profile-as_is-page1.json,https://www.myglobalhealth.online/ireland/en/book?utm_medium=page_links,200,
