target_country,language,page_type,pages,indexable_pages,median_word_count,p10_word_count,em_dash_per_1k_words,exclamation_per_1k_words,superlative_hits_total,superlative_pages_ge3,generic_intro_pages,generic_intro_share,median_faq_count,pages_with_faq,dup_group_pages,thin_pages_lt150,soft404_pages,median_h2,impressions_W1,clicks_W1
Spain,de,blog_post,7.0,7.0,2359.0,1161.4,5.23,0.0,67.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,14.0,118.0,0.0
Spain,de,booking,1.0,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Spain,de,careers,1.0,1.0,138.0,138.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Spain,de,checkout,4.0,0.0,46.5,39.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Spain,de,consult,1.0,0.0,1455.0,1455.0,0.69,0.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Spain,de,contact,1.0,1.0,473.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Spain,de,doctor,13.0,13.0,1527.0,1312.2,8.35,0.0,47.0,13.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0
Spain,de,doctors_index,1.0,1.0,1599.0,1599.0,8.13,0.0,10.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0
Spain,de,faq,1.0,0.0,2327.0,2327.0,3.44,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0
Spain,de,legal,7.0,5.0,813.0,233.2,9.7,0.0,95.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Spain,de,market_home,1.0,1.0,2028.0,2028.0,14.3,0.0,9.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0
Spain,de,press,1.0,1.0,250.0,250.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Spain,de,pricing,1.0,1.0,430.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Spain,de,service,24.0,24.0,2211.5,1226.8,23.69,0.0,214.0,23.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,11.0,15.0,0.0
Spain,de,tool,8.0,8.0,1575.5,1403.0,11.44,0.0,23.0,4.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,9.0,8.0,0.0
Spain,de,unknown,1.0,1.0,1270.0,1270.0,10.24,0.0,7.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Spain,en,about,1.0,1.0,604.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Spain,en,blog_index,1.0,1.0,369.0,369.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
Spain,en,blog_post,7.0,7.0,2388.0,1228.6,8.36,0.0,8.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,14.0,46.0,0.0
Spain,en,booking,1.0,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Spain,en,careers,1.0,1.0,130.0,130.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Spain,en,checkout,4.0,0.0,46.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Spain,en,consult,1.0,0.0,1581.0,1581.0,0.63,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Spain,en,contact,1.0,1.0,456.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Spain,en,doctor,13.0,13.0,1623.0,1348.0,8.52,0.0,9.0,1.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,5.0,4.0,0.0
Spain,en,doctors_index,1.0,1.0,1669.0,1669.0,7.79,0.0,3.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0
Spain,en,faq,1.0,1.0,2199.0,2199.0,5.91,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Spain,en,legal,7.0,6.0,835.0,244.6,9.13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Spain,en,market_home,1.0,1.0,2085.0,2085.0,13.91,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,115.0,0.0
Spain,en,press,1.0,1.0,248.0,248.0,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Spain,en,pricing,1.0,1.0,428.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Spain,en,service,24.0,24.0,2177.5,1230.6,25.54,0.0,9.0,1.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,11.0,511.0,0.0
Spain,en,tool,8.0,8.0,1876.5,1709.6,9.0,0.0,3.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,9.0,9.0,0.0
Spain,en,unknown,1.0,1.0,1310.0,1310.0,9.92,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Spain,es,about,1.0,1.0,664.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Spain,es,blog_index,1.0,1.0,394.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
Spain,es,blog_post,7.0,7.0,2410.0,1257.4,7.16,0.0,15.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,14.0,523.0,0.0
Spain,es,careers,1.0,1.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Spain,es,checkout,4.0,0.0,47.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Spain,es,contact,1.0,1.0,480.0,480.0,2.08,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,14.0,0.0
Spain,es,doctor,8.0,8.0,2061.5,1724.4,7.75,0.0,5.0,1.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,5.0,176.0,23.0
Spain,es,faq,1.0,1.0,2329.0,2329.0,3.43,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0
Spain,es,legal,7.0,6.0,966.0,249.8,7.44,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Spain,es,market_home,2.0,1.0,1937.5,1546.7,13.94,0.0,0.0,0.0,0.0,0.0,4.5,2.0,0.0,0.0,0.0,12.5,2012.0,2.0
Spain,es,press,1.0,1.0,263.0,263.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Spain,es,pricing,1.0,1.0,530.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Spain,es,service,13.0,13.0,2354.0,1369.4,22.07,0.0,20.0,2.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,11.0,10.0,0.0
Spain,es,tool,8.0,8.0,2063.5,1880.3,4.27,0.0,12.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,9.0,1423.0,3.0
Spain,es,unknown,19.0,0.0,2251.0,1627.8,19.45,0.0,0.0,0.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,11.0,64.0,12.0
Spain,pt,about,1.0,1.0,662.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Spain,pt,blog_index,1.0,1.0,405.0,405.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
Spain,pt,blog_post,7.0,7.0,2454.0,1427.8,7.04,0.0,18.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,14.0,58.0,0.0
Spain,pt,booking,1.0,1.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Spain,pt,careers,1.0,1.0,144.0,144.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Spain,pt,checkout,4.0,0.0,47.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Spain,pt,consult,1.0,0.0,1663.0,1663.0,0.6,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Spain,pt,contact,1.0,1.0,548.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Spain,pt,doctor,13.0,13.0,1718.0,1452.8,8.07,0.0,7.0,1.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0
Spain,pt,doctors_index,1.0,1.0,1708.0,1708.0,7.61,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0
Spain,pt,faq,1.0,0.0,2331.0,2331.0,3.43,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Spain,pt,legal,7.0,5.0,936.0,248.4,8.09,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Spain,pt,market_home,1.0,1.0,2198.0,2198.0,13.19,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,10.0,0.0
Spain,pt,press,1.0,1.0,259.0,259.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Spain,pt,pricing,1.0,1.0,548.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Spain,pt,service,24.0,24.0,2390.0,1282.8,21.84,0.0,28.0,2.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,11.0,198.0,0.0
Spain,pt,tool,8.0,8.0,1835.0,1640.3,7.99,0.0,14.0,2.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,9.0,4.0,0.0
Spain,pt,unknown,1.0,1.0,1414.0,1414.0,9.19,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Spain,ro,about,1.0,1.0,602.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Spain,ro,blog_index,1.0,1.0,371.0,371.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
Spain,ro,blog_post,7.0,7.0,2391.0,1385.4,7.73,0.0,3.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,14.0,128.0,0.0
Spain,ro,booking,1.0,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Spain,ro,careers,1.0,1.0,144.0,144.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Spain,ro,checkout,4.0,0.0,46.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Spain,ro,consult,1.0,0.0,1651.0,1651.0,0.61,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Spain,ro,contact,1.0,1.0,495.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Spain,ro,doctor,13.0,13.0,1649.0,1355.4,8.53,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0
Spain,ro,doctors_index,1.0,1.0,1702.0,1702.0,7.64,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0
Spain,ro,faq,1.0,0.0,2331.0,2331.0,3.43,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Spain,ro,legal,7.0,5.0,901.0,247.6,8.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Spain,ro,market_home,1.0,1.0,2154.0,2154.0,13.46,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,6.0,0.0
Spain,ro,press,1.0,1.0,260.0,260.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Spain,ro,pricing,1.0,1.0,508.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Spain,ro,service,24.0,24.0,2394.5,1252.7,22.24,0.0,2.0,0.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,11.0,5.0,0.0
Spain,ro,tool,8.0,8.0,1729.0,1554.5,8.5,0.0,3.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,9.0,96.0,0.0
Spain,ro,unknown,1.0,1.0,1384.0,1384.0,9.39,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
