url,locale,page_type,in_sitemap,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,inspection_verdict,coverage_state,last_crawl,google_canonical,user_canonical,page_fetch_state,notes
https://www.myglobalhealth.online/czechia/es/services/chronicka-onemocneni,es,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/detsky-lekar-online,es,service,yes,0,2,0,15,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/doporuceni-a-vysetreni,es,service,yes,0,3,0,3.6666666666666665,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/druhy-nazor-praha,es,service,yes,0,2,0,16,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/dusevni-zdravi-online,es,service,yes,0,1,0,2,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/kontrola-vahy-online,es,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/kozni-konzultace-praha,es,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/lekar-online-praha,es,service,yes,0,3,0,4.333333333333334,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/muzske-zdravi-online,es,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/neschopenka-online,es,service,yes,0,3,0,4.333333333333334,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/obnoveni-lecby,es,service,yes,0,2,0,1,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/vypadavani-vlasu-online,es,service,yes,0,3,0,55.666666666666664,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/services/zenske-zdravi-online,es,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/tools/adhd-test,es,tool,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/tools/blood-pressure-chart,es,tool,yes,0,18,0,8.722222222222221,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/tools/bmi-calculator,es,tool,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/tools/calorie-calculator,es,tool,yes,0,6,0,9.333333333333334,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/tools/due-date-calculator,es,tool,yes,0,1,0,9,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/tools/osteoporosis-risk-checker,es,tool,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/es/tools/ovulation-calculator,es,tool,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt,pt,home,yes,0,14,0,6.142857142857143,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/about,pt,standalone,yes,0,3,0,6,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/blog,pt,blog-hub,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/blog/calculo-da-baixa-medica-na-chequia-2026-empregador-vs-cssz,pt,blog-post,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/blog/diabetes-a-doenca-silenciosa-3,pt,blog-post,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/blog/medico-online-chequia-o-que-resolve,pt,blog-post,yes,0,3,0,6.333333333333333,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/blog/neschopenka-baixa-medica-na-chequia,pt,blog-post,yes,0,3,0,6,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/book,pt,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/careers,pt,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/contact,pt,standalone,yes,0,2,0,5.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/doctors,pt,doctor-directory,yes,0,4,0,6.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/doctors/dr-ahmed-maklad,pt,doctor-profile,yes,0,6,0,4.833333333333334,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/doctors/khoiamul-islam,pt,doctor-profile,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/doctors/mudr-romana-pavlu,pt,doctor-profile,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/doctors/mudr-vojtech-cerny,pt,doctor-profile,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/doctors/mudr-yasmin-holz,pt,doctor-profile,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/gp-consultation-online,pt,gp-hub,yes,0,2,0,47.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/legal,pt,legal-hub,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/legal/complaints-procedure,pt,legal-detail,yes,0,4,0,16.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/legal/privacy-policy,pt,legal-detail,yes,0,1,0,2,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/legal/refund-policy,pt,legal-detail,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/legal/terms-of-service,pt,legal-detail,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/press,pt,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/pricing,pt,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/bolesti-pohyboveho-aparatu,pt,service,yes,0,1,0,220,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/cestovni-medicina-praha,pt,service,yes,0,12,0,19.416666666666668,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/chronicka-onemocneni,pt,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/detsky-lekar-online,pt,service,yes,0,4,0,10,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/doporuceni-a-vysetreni,pt,service,yes,0,4,0,7,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/druhy-nazor-praha,pt,service,yes,0,1,0,11,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/dusevni-zdravi-online,pt,service,yes,0,2,0,68.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/kontrola-vahy-online,pt,service,yes,0,2,0,9.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/kozni-konzultace-praha,pt,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/lekar-online-praha,pt,service,yes,0,4,0,9.75,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/muzske-zdravi-online,pt,service,yes,0,1,0,9,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/neschopenka-online,pt,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/obnoveni-lecby,pt,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/vypadavani-vlasu-online,pt,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/services/zenske-zdravi-online,pt,service,yes,0,2,0,23.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/tools/adhd-test,pt,tool,yes,0,5,0,9,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/tools/blood-pressure-chart,pt,tool,yes,0,5,0,6.2,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/tools/bmi-calculator,pt,tool,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/tools/calorie-calculator,pt,tool,yes,0,4,0,10.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/tools/due-date-calculator,pt,tool,yes,0,1,0,11,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/tools/osteoporosis-risk-checker,pt,tool,yes,0,2,0,6,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/pt/tools/ovulation-calculator,pt,tool,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro,ro,home,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/about,ro,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/blog,ro,blog-hub,yes,0,1,0,60,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/blog/calculul-indemnizatiei-de-boala-in-cehia-2026-angajator-vs-cssz,ro,blog-post,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/blog/diabetul-boala-tacuta-3,ro,blog-post,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/blog/medic-online-cehia-ce-rezolva,ro,blog-post,yes,0,4,0,25.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/blog/neschopenka-concediu-medical-in-cehia,ro,blog-post,yes,0,4,0,6.25,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/book,ro,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/careers,ro,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/contact,ro,standalone,yes,0,2,0,6,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/doctors,ro,doctor-directory,yes,0,1,0,4,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/doctors/dr-ahmed-maklad,ro,doctor-profile,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/doctors/khoiamul-islam,ro,doctor-profile,yes,1,7,0.14285714285714285,23.285714285714285,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/doctors/mudr-romana-pavlu,ro,doctor-profile,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/doctors/mudr-vojtech-cerny,ro,doctor-profile,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/doctors/mudr-yasmin-holz,ro,doctor-profile,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/gp-consultation-online,ro,gp-hub,yes,0,2,0,1,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/legal,ro,legal-hub,yes,0,1,0,54,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/legal/complaints-procedure,ro,legal-detail,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/legal/privacy-policy,ro,legal-detail,yes,0,2,0,4.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/legal/refund-policy,ro,legal-detail,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/legal/terms-of-service,ro,legal-detail,yes,0,1,0,18,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/press,ro,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/pricing,ro,standalone,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/bolesti-pohyboveho-aparatu,ro,service,yes,0,1,0,8,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/cestovni-medicina-praha,ro,service,yes,0,2,0,4.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/chronicka-onemocneni,ro,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/detsky-lekar-online,ro,service,yes,0,2,0,8,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/doporuceni-a-vysetreni,ro,service,yes,0,2,0,9,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/druhy-nazor-praha,ro,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/dusevni-zdravi-online,ro,service,yes,0,1,0,7,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/kontrola-vahy-online,ro,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/kozni-konzultace-praha,ro,service,yes,0,1,0,1,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/lekar-online-praha,ro,service,yes,0,4,0,6.5,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/muzske-zdravi-online,ro,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/neschopenka-online,ro,service,yes,0,16,0,5.9375,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/obnoveni-lecby,ro,service,yes,0,1,0,6,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/vypadavani-vlasu-online,ro,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/services/zenske-zdravi-online,ro,service,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/tools/adhd-test,ro,tool,yes,0,3,0,40.333333333333336,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/tools/blood-pressure-chart,ro,tool,yes,0,4,0,11.75,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/tools/bmi-calculator,ro,tool,yes,0,11,0,24.636363636363637,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/tools/calorie-calculator,ro,tool,yes,0,1,0,7,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/tools/due-date-calculator,ro,tool,yes,0,1,0,9,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/tools/osteoporosis-risk-checker,ro,tool,yes,,,,,,,,,,,URL Inspection not sampled
https://www.myglobalhealth.online/czechia/ro/tools/ovulation-calculator,ro,tool,yes,0,1,0,30,,,,,,,URL Inspection not sampled

