"url","locale","resolved_locale","native_api","native_html","schema","embedded","embedded_questions","equivalent","source"
"https://www.myglobalhealth.online/spain/pt/services/salud-mental-online","pt","PT","8","8","8","0","","true","raw/api/services-salud-mental-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/segunda-opinion-medica","pt","PT","9","9","9","0","","true","raw/api/services-segunda-opinion-medica-PT.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-alfredo-del-valle","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-alfredo-del-valle-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-eduardo-olivas","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-eduardo-olivas-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-eszter-szilagyi","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-eszter-szilagyi-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-fabiana-cornejo","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-fabiana-cornejo-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-fidel-mesa-prado","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-fidel-mesa-prado-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-javier-villarte-betancor","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-javier-villarte-betancor-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-leandro-wang","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-leandro-wang-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-luz-marina-zuluaga-rios","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-luz-marina-zuluaga-rios-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-maria-fernanda-ocampo-mora","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-maria-fernanda-ocampo-mora-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-romulo-brito","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-romulo-brito-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-silvina-irale","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-silvina-irale-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-syed-tahir","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-syed-tahir-RO.json"
"https://www.myglobalhealth.online/spain/ro/doctors/dr-tomas-ruiz-palacios","ro","RO","6","6","6","0","","true","raw/api/doctors-dr-tomas-ruiz-palacios-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/caida-cabello-online","ro","RO","8","8","8","0","","true","raw/api/services-caida-cabello-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/cardiologo-online","ro","RO","9","9","9","0","","true","raw/api/services-cardiologo-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-diagnotico-vascular","ro","RO","0","0","0","0","","true","raw/api/services-consulta-diagnotico-vascular-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-flebologia-y-linfologia","ro","RO","0","0","0","0","","true","raw/api/services-consulta-flebologia-y-linfologia-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-medica-online","ro","RO","8","8","8","0","","true","raw/api/services-consulta-medica-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-online-medicina-estetica","ro","RO","0","0","0","0","","true","raw/api/services-consulta-online-medicina-estetica-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-piel-online","ro","RO","10","10","10","0","","true","raw/api/services-consulta-piel-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-salud-vascular-circulatoria","ro","RO","0","0","0","0","","true","raw/api/services-consulta-salud-vascular-circulatoria-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/control-peso-online","ro","RO","7","7","7","0","","true","raw/api/services-control-peso-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/dejar-de-fumar-online","ro","RO","9","9","9","0","","true","raw/api/services-dejar-de-fumar-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/derivaciones-pruebas-online","ro","RO","8","8","8","0","","true","raw/api/services-derivaciones-pruebas-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/dermatologia-especialista-online","ro","RO","9","9","9","0","","true","raw/api/services-dermatologia-especialista-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/enfermedades-cronicas-online","ro","RO","8","8","8","0","","true","raw/api/services-enfermedades-cronicas-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/justificante-medico-online","ro","RO","8","8","8","0","","true","raw/api/services-justificante-medico-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/medicina-viaje-online","ro","RO","10","10","10","0","","true","raw/api/services-medicina-viaje-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/musculoesqueletico-online","ro","RO","9","9","9","0","","true","raw/api/services-musculoesqueletico-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/pediatria-online","ro","RO","10","10","10","0","","true","raw/api/services-pediatria-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/psicologo-online","ro","RO","10","10","10","0","","true","raw/api/services-psicologo-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/psiquiatra-online","ro","RO","10","10","10","0","","true","raw/api/services-psiquiatra-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/renovacion-tratamiento-online","ro","RO","8","8","8","0","","true","raw/api/services-renovacion-tratamiento-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/salud-femenina-online","ro","RO","9","9","9","0","","true","raw/api/services-salud-femenina-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/salud-masculina-online","ro","RO","8","8","8","0","","true","raw/api/services-salud-masculina-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/salud-mental-online","ro","RO","8","8","8","0","","true","raw/api/services-salud-mental-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/segunda-opinion-medica","ro","RO","9","9","9","0","","true","raw/api/services-segunda-opinion-medica-RO.json"
