"url","locale","resolved_locale","kind","service","bookability","reason","next_available_at","doctors","consultation_languages","price_cents","duration","registry_issue","source"
"https://www.myglobalhealth.online/spain/es/services/enfermedades-cronicas-online","es","ES","GENERAL","enfermedades-cronicas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-enfermedades-cronicas-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/justificante-medico-online","es","ES","GENERAL","justificante-medico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-justificante-medico-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/medicina-viaje-online","es","ES","GENERAL","medicina-viaje-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-medicina-viaje-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/musculoesqueletico-online","es","ES","GENERAL","musculoesqueletico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-musculoesqueletico-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/pediatria-online","es","ES","GENERAL","pediatria-online","BOOKABLE","","2026-09-13T12:26:00.000Z","Dra. María Silvina Irale Tunkiewicz","Dra. María Silvina Irale Tunkiewicz: Spanish","3900","15","","raw/api/services-pediatria-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/psicologo-online","es","ES","SPECIALIST","psicologo-online","BOOKABLE","","2026-09-14T12:59:00.000Z","Javier Villarte Betancor | Tomás Ruiz Palacios","Javier Villarte Betancor: Spanish | Tomás Ruiz Palacios: Spanish, Italian","12000","45","","raw/api/services-psicologo-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/psiquiatra-online","es","ES","SPECIALIST","psiquiatra-online","BOOKABLE","","2026-09-14T12:29:00.000Z","Dra. Mónica Fabiana Cornejo Román","Dra. Mónica Fabiana Cornejo Román: Spanish","15000","45","","raw/api/services-psiquiatra-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/renovacion-tratamiento-online","es","ES","GENERAL","renovacion-tratamiento-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","2900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-renovacion-tratamiento-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/salud-femenina-online","es","ES","GENERAL","salud-femenina-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-femenina-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/salud-masculina-online","es","ES","GENERAL","salud-masculina-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-masculina-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/salud-mental-online","es","ES","GENERAL","salud-mental-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","5900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-mental-online-ES.json"
"https://www.myglobalhealth.online/spain/es/services/segunda-opinion-medica","es","ES","GENERAL","segunda-opinion-medica","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-segunda-opinion-medica-ES.json"
"https://www.myglobalhealth.online/spain/pt/services/caida-cabello-online","pt","PT","GENERAL","caida-cabello-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-caida-cabello-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/cardiologo-online","pt","PT","SPECIALIST","cardiologo-online","UNAVAILABLE","NO_OPEN_SLOT","","Dr. Fidel Ernesto Mesa Prado","Dr. Fidel Ernesto Mesa Prado: Spanish, English","7900","15","","raw/api/services-cardiologo-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/consulta-diagnotico-vascular","pt","PT","SPECIALIST","consulta-diagnotico-vascular","BOOKABLE","","2026-09-14T12:44:00.000Z","Dr. Leandro Wang","Dr. Leandro Wang: Spanish","17000","30","","raw/api/services-consulta-diagnotico-vascular-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/consulta-flebologia-y-linfologia","pt","PT","SPECIALIST","consulta-flebologia-y-linfologia","BOOKABLE","","2026-09-14T12:44:00.000Z","Dr. Leandro Wang","Dr. Leandro Wang: Spanish","15000","30","","raw/api/services-consulta-flebologia-y-linfologia-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/consulta-medica-online","pt","PT","GENERAL","consulta-medica-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-consulta-medica-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/consulta-online-medicina-estetica","pt","PT","GENERAL","consulta-online-medicina-estetica","BOOKABLE","","2026-09-13T06:23:00.000Z","Dra. María Fernanda Ocampo Mora","Dra. María Fernanda Ocampo Mora: Spanish","7500","30","","raw/api/services-consulta-online-medicina-estetica-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/consulta-piel-online","pt","PT","GENERAL","consulta-piel-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-consulta-piel-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/consulta-salud-vascular-circulatoria","pt","PT","GENERAL","consulta-salud-vascular-circulatoria","BOOKABLE","","2026-09-13T12:08:00.000Z","Dra. Eszter Szilágyi","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German","7500","20","","raw/api/services-consulta-salud-vascular-circulatoria-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/control-peso-online","pt","PT","GENERAL","control-peso-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-control-peso-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/dejar-de-fumar-online","pt","PT","GENERAL","dejar-de-fumar-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-dejar-de-fumar-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/derivaciones-pruebas-online","pt","PT","GENERAL","derivaciones-pruebas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-derivaciones-pruebas-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/dermatologia-especialista-online","pt","PT","SPECIALIST","dermatologia-especialista-online","BOOKABLE","","2026-09-14T08:14:00.000Z","Dr. Alfredo del Valle Moreno Montañez","Dr. Alfredo del Valle Moreno Montañez: Spanish, English","7000","15","","raw/api/services-dermatologia-especialista-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/enfermedades-cronicas-online","pt","PT","GENERAL","enfermedades-cronicas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-enfermedades-cronicas-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/justificante-medico-online","pt","PT","GENERAL","justificante-medico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-justificante-medico-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/medicina-viaje-online","pt","PT","GENERAL","medicina-viaje-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-medicina-viaje-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/musculoesqueletico-online","pt","PT","GENERAL","musculoesqueletico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-musculoesqueletico-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/pediatria-online","pt","PT","GENERAL","pediatria-online","BOOKABLE","","2026-09-13T12:26:00.000Z","Dra. María Silvina Irale Tunkiewicz","Dra. María Silvina Irale Tunkiewicz: Spanish","3900","15","","raw/api/services-pediatria-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/psicologo-online","pt","PT","SPECIALIST","psicologo-online","BOOKABLE","","2026-09-14T12:59:00.000Z","Javier Villarte Betancor | Tomás Ruiz Palacios","Javier Villarte Betancor: Spanish | Tomás Ruiz Palacios: Spanish, Italian","12000","45","","raw/api/services-psicologo-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/psiquiatra-online","pt","PT","SPECIALIST","psiquiatra-online","BOOKABLE","","2026-09-14T12:29:00.000Z","Dra. Mónica Fabiana Cornejo Román","Dra. Mónica Fabiana Cornejo Román: Spanish","15000","45","","raw/api/services-psiquiatra-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/renovacion-tratamiento-online","pt","PT","GENERAL","renovacion-tratamiento-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","2900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-renovacion-tratamiento-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/salud-femenina-online","pt","PT","GENERAL","salud-femenina-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-femenina-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/salud-masculina-online","pt","PT","GENERAL","salud-masculina-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-masculina-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/salud-mental-online","pt","PT","GENERAL","salud-mental-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","5900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-mental-online-PT.json"
"https://www.myglobalhealth.online/spain/pt/services/segunda-opinion-medica","pt","PT","GENERAL","segunda-opinion-medica","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-segunda-opinion-medica-PT.json"
"https://www.myglobalhealth.online/spain/ro/services/caida-cabello-online","ro","RO","GENERAL","caida-cabello-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-caida-cabello-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/cardiologo-online","ro","RO","SPECIALIST","cardiologo-online","UNAVAILABLE","NO_OPEN_SLOT","","Dr. Fidel Ernesto Mesa Prado","Dr. Fidel Ernesto Mesa Prado: Spanish, English","7900","15","","raw/api/services-cardiologo-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-diagnotico-vascular","ro","RO","SPECIALIST","consulta-diagnotico-vascular","BOOKABLE","","2026-09-14T12:44:00.000Z","Dr. Leandro Wang","Dr. Leandro Wang: Spanish","17000","30","","raw/api/services-consulta-diagnotico-vascular-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-flebologia-y-linfologia","ro","RO","SPECIALIST","consulta-flebologia-y-linfologia","BOOKABLE","","2026-09-14T12:44:00.000Z","Dr. Leandro Wang","Dr. Leandro Wang: Spanish","15000","30","","raw/api/services-consulta-flebologia-y-linfologia-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-medica-online","ro","RO","GENERAL","consulta-medica-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-consulta-medica-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-online-medicina-estetica","ro","RO","GENERAL","consulta-online-medicina-estetica","BOOKABLE","","2026-09-13T06:23:00.000Z","Dra. María Fernanda Ocampo Mora","Dra. María Fernanda Ocampo Mora: Spanish","7500","30","","raw/api/services-consulta-online-medicina-estetica-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-piel-online","ro","RO","GENERAL","consulta-piel-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-consulta-piel-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/consulta-salud-vascular-circulatoria","ro","RO","GENERAL","consulta-salud-vascular-circulatoria","BOOKABLE","","2026-09-13T12:08:00.000Z","Dra. Eszter Szilágyi","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German","7500","20","","raw/api/services-consulta-salud-vascular-circulatoria-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/control-peso-online","ro","RO","GENERAL","control-peso-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-control-peso-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/dejar-de-fumar-online","ro","RO","GENERAL","dejar-de-fumar-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-dejar-de-fumar-online-RO.json"
