rule_order_index,source,destination,permanent,statusCode,has,missing,locale
184,/:locale(cs|es|pt|ro)/home-health-tests-1/heart-health-home-test,/ireland/:locale/lab-tests/heart-health-cholesterol-test,True,,,,
185,/home-health-tests/female-hormone-test,/ireland/en/lab-tests/female-hormone-test,True,,,,
186,/:locale(cs|es|pt|ro)/home-health-tests/female-hormone-test,/ireland/:locale/lab-tests/female-hormone-test,True,,,,
187,/home-health-tests-1/female-hormone-test,/ireland/en/lab-tests/female-hormone-test,True,,,,
188,/:locale(cs|es|pt|ro)/home-health-tests-1/female-hormone-test,/ireland/:locale/lab-tests/female-hormone-test,True,,,,
189,/home-health-tests/male-hormone-test,/ireland/en/lab-tests/male-hormone-test,True,,,,
190,/:locale(cs|es|pt|ro)/home-health-tests/male-hormone-test,/ireland/:locale/lab-tests/male-hormone-test,True,,,,
191,/home-health-tests-1/male-hormone-test,/ireland/en/lab-tests/male-hormone-test,True,,,,
192,/:locale(cs|es|pt|ro)/home-health-tests-1/male-hormone-test,/ireland/:locale/lab-tests/male-hormone-test,True,,,,
193,/home-health-tests/gut-microbiome-test,/ireland/en/lab-tests/gut-microbiome-test,True,,,,
194,/:locale(cs|es|pt|ro)/home-health-tests/gut-microbiome-test,/ireland/:locale/lab-tests/gut-microbiome-test,True,,,,
195,/home-health-tests-1/gut-microbiome-test,/ireland/en/lab-tests/gut-microbiome-test,True,,,,
196,/:locale(cs|es|pt|ro)/home-health-tests-1/gut-microbiome-test,/ireland/:locale/lab-tests/gut-microbiome-test,True,,,,
197,/home-health-tests/nutrition-and-lifestyle-home-dna-test,/ireland/en/lab-tests/nutrition-lifestyle-dna-test,True,,,,
198,/:locale(cs|es|pt|ro)/home-health-tests/nutrition-and-lifestyle-home-dna-test,/ireland/:locale/lab-tests/nutrition-lifestyle-dna-test,True,,,,
199,/home-health-tests-1/nutrition-and-lifestyle-home-dna-test,/ireland/en/lab-tests/nutrition-lifestyle-dna-test,True,,,,
200,/:locale(cs|es|pt|ro)/home-health-tests-1/nutrition-and-lifestyle-home-dna-test,/ireland/:locale/lab-tests/nutrition-lifestyle-dna-test,True,,,,
201,/home-health-tests/osentia-fracture-risk-assessment-test,/ireland/en/lab-tests/fracture-risk-assessment-test,True,,,,
202,/:locale(cs|es|pt|ro)/home-health-tests/osentia-fracture-risk-assessment-test,/ireland/:locale/lab-tests/fracture-risk-assessment-test,True,,,,
203,/home-health-tests-1/osentia-fracture-risk-assessment-test,/ireland/en/lab-tests/fracture-risk-assessment-test,True,,,,
204,/:locale(cs|es|pt|ro)/home-health-tests-1/osentia-fracture-risk-assessment-test,/ireland/:locale/lab-tests/fracture-risk-assessment-test,True,,,,
205,/home-health-tests/haemochromatosis-test,/ireland/en/lab-tests/genetic-haemochromatosis-test,True,,,,
206,/:locale(cs|es|pt|ro)/home-health-tests/haemochromatosis-test,/ireland/:locale/lab-tests/genetic-haemochromatosis-test,True,,,,
207,/home-health-tests-1/haemochromatosis-test,/ireland/en/lab-tests/genetic-haemochromatosis-test,True,,,,
208,/:locale(cs|es|pt|ro)/home-health-tests-1/haemochromatosis-test,/ireland/:locale/lab-tests/genetic-haemochromatosis-test,True,,,,
209,/home-health-tests/vitamin-d-blood-test,/ireland/en/lab-tests/vitamin-d-test,True,,,,
210,/:locale(cs|es|pt|ro)/home-health-tests/vitamin-d-blood-test,/ireland/:locale/lab-tests/vitamin-d-test,True,,,,
211,/home-health-tests-1/vitamin-d-blood-test,/ireland/en/lab-tests/vitamin-d-test,True,,,,
212,/:locale(cs|es|pt|ro)/home-health-tests-1/vitamin-d-blood-test,/ireland/:locale/lab-tests/vitamin-d-test,True,,,,
213,/home-health-tests/vitamin-b12-blood-test,/ireland/en/lab-tests/vitamin-b12-test,True,,,,
214,/:locale(cs|es|pt|ro)/home-health-tests/vitamin-b12-blood-test,/ireland/:locale/lab-tests/vitamin-b12-test,True,,,,
215,/home-health-tests-1/vitamin-b12-blood-test,/ireland/en/lab-tests/vitamin-b12-test,True,,,,
216,/:locale(cs|es|pt|ro)/home-health-tests-1/vitamin-b12-blood-test,/ireland/:locale/lab-tests/vitamin-b12-test,True,,,,
217,/home-health-tests/coeliac-disease-test,/ireland/en/lab-tests/genetic-coeliac-disease-test,True,,,,
218,/:locale(cs|es|pt|ro)/home-health-tests/coeliac-disease-test,/ireland/:locale/lab-tests/genetic-coeliac-disease-test,True,,,,
219,/home-health-tests-1/coeliac-disease-test,/ireland/en/lab-tests/genetic-coeliac-disease-test,True,,,,
220,/:locale(cs|es|pt|ro)/home-health-tests-1/coeliac-disease-test,/ireland/:locale/lab-tests/genetic-coeliac-disease-test,True,,,,
221,/home-health-tests/:slug,/ireland/en/lab-tests,True,,,,
222,/booking-calendar,/ireland/en/book,True,,,,
223,/booking-calendar/sick-leave,/ireland/en/services/sick-certificate-ireland,True,,,,
224,/booking-calendar/travel-consultation,/ireland/en/services/travel-health-consultation,True,,,,
225,/booking-calendar/treatment-refill,/ireland/en/services/treatment-review,True,,,,
226,/booking-calendar/weight-loss-consultation,/ireland/en/services/weight-management-consultation,True,,,,
227,/booking-calendar/cardiology-consultation,/ireland/en/services/cardiology-specialist-consultation,True,,,,
228,/booking-calendar/dermathology-consultation,/ireland/en/services/skin-dermatology-consultation,True,,,,
229,/booking-calendar/neurology-consultation,/ireland/en/services/neurology-specialist-consultation,True,,,,
230,/booking-calendar/migraine-consultation,/ireland/en/services/neurology-specialist-consultation,True,,,,
231,/booking-calendar/psychiatric-consultation,/ireland/en/services/psychiatry-specialist-consultation,True,,,,
232,/booking-calendar/psychology-consultation,/ireland/en/services/psychology-specialist-consultation,True,,,,
233,/booking-calendar/physiotherapy-consultation,/ireland/en/services/physiotherapy-specialist-consultation,True,,,,
234,/booking-calendar/pediatrics-consultation,/ireland/en/services/paediatric-consultation,True,,,,
235,/booking-calendar/dietitian-consultation,/ireland/en/services/nutrition-specialist-consultation,True,,,,
236,/booking-calendar/diabetes-consultation,/ireland/en/services/chronic-disease-consultation,True,,,,
237,/booking-calendar/hypertension-consultation,/ireland/en/services/chronic-disease-consultation,True,,,,
238,/booking-calendar/orthopedic-consultation,/ireland/en/services/musculoskeletal-pain-assessment,True,,,,
239,/booking-calendar/pain-management-consultation,/ireland/en/services/musculoskeletal-pain-assessment,True,,,,
240,/booking-calendar/referral-consultation,/ireland/en/services/referral-and-investigations,True,,,,
241,/booking-calendar/self-referral,/ireland/en/services/referral-and-investigations,True,,,,
242,/booking-calendar/erectile-dysfunction-consultation,/ireland/en/services/mens-health-consultation,True,,,,
243,/booking-calendar/respiratory-infections,/ireland/en/services/acute-medical-consultation,True,,,,
244,/booking-calendar/ie-aesthetic-medicine-online-consultat,/ireland/en/services/aesthetic-medicine-consultation,True,,,,
245,/booking-calendar/ie-mental-health-assessment,/ireland/en/services/mental-health-consultation,True,,,,
246,/booking-calendar/ie-paediatric-primary-care-cons,/ireland/en/services/paediatric-consultation,True,,,,
247,/booking-calendar/ie-in-person-manual-therapy,/ireland/en/services/physiotherapy-specialist-consultation,True,,,,
248,/booking-calendar/baixa-medica,/portugal/pt/services/baixa-medica,True,,,,
249,/booking-calendar/medicare-baixa-medica,/portugal/pt/services/baixa-medica,True,,,,
250,/booking-calendar/certificado-medico-para-carta-condu%C3%A7%C3%A3o,/portugal/pt/services/certificado-medico-carta-de-conducao,True,,,,
251,/booking-calendar/medicare-cert-medico-carta-condu%C3%A7%C3%A3o,/portugal/pt/services/certificado-medico-carta-de-conducao,True,,,,
252,/booking-calendar/consulta-do-viajante,/portugal/pt/services/consulta-do-viajante,True,,,,
253,/booking-calendar/pt-medicare-consulta-do-viajante-1,/portugal/pt/services/consulta-do-viajante,True,,,,
254,/booking-calendar/consulta-medica,/portugal/pt/services/consulta-medica,True,,,,
255,/booking-calendar/consulta-de-medicina,/portugal/pt/services/consulta-medica,True,,,,
256,/booking-calendar/pt-consulta-de-medicina-1,/portugal/pt/services/consulta-medica,True,,,,
257,/booking-calendar/pt-medicare-consulta-de-medicina,/portugal/pt/services/consulta-medica,True,,,,
258,/booking-calendar/pt-cons-de-medicina-geral-e-familiar,/portugal/pt/services/medicina-geral-e-familiar,True,,,,
259,/booking-calendar/pt-cons-cessa%C3%A7%C3%A3o-tabagica,/portugal/pt/services/deixar-de-fumar,True,,,,
260,/booking-calendar/consulta-de-cardiologia,/portugal/pt/services/consulta-cardiologia,True,,,,
261,/booking-calendar/pt-medicare-consulta-de-cardiologia,/portugal/pt/services/consulta-cardiologia,True,,,,
262,/booking-calendar/consulta-de-dermatologia,/portugal/pt/services/consulta-dermatologia,True,,,,
263,/booking-calendar/pt-medicare-consulta-de-dermatologia,/portugal/pt/services/consulta-dermatologia,True,,,,
264,/booking-calendar/consulta-de-oncologia,/portugal/pt/services/consulta-de-oncologia,True,,,,
265,/booking-calendar/pt-medicare-consulta-de-oncologia,/portugal/pt/services/consulta-de-oncologia,True,,,,
266,/booking-calendar/consulta-de-psicologia,/portugal/pt/services/consulta-de-psicologia,True,,,,
267,/booking-calendar/pt-medicare-consulta-de-psicologia,/portugal/pt/services/consulta-de-psicologia,True,,,,
268,/booking-calendar/consulta-de-psiquiatria,/portugal/pt/services/consulta-de-psiquiatria,True,,,,
269,/booking-calendar/pt-medicare-consulta-de-psiquiatria,/portugal/pt/services/consulta-de-psiquiatria,True,,,,
270,/booking-calendar/pt-medicare-consulta-pedi%C3%A1trica,/portugal/pt/services/consulta-de-pediatria,True,,,,
271,/booking-calendar/consulta-de-perda-de-peso,/portugal/pt/services/perda-de-peso,True,,,,
272,/booking-calendar/pt-medicare-consulta-de-perda-de-peso,/portugal/pt/services/perda-de-peso,True,,,,
273,/booking-calendar/renova%C3%A7%C3%A3o-tratamento,/portugal/pt/services/renovacao-de-tratamento,True,,,,
274,/booking-calendar/medicare-renova%C3%A7%C3%A3o-tratamento,/portugal/pt/services/renovacao-de-tratamento,True,,,,
275,/booking-calendar/medicare-consulta-disfun%C3%A7%C3%A3o-erectil,/portugal/pt/services/saude-do-homem,True,,,,
276,/booking-calendar/consulta-para-a-dsifun%C3%A7%C3%A3o-erectil,/portugal/pt/services/saude-do-homem,True,,,,
277,/booking-calendar/baja-medica,/spain/es/services/justificante-medico-online,True,,,,
278,/booking-calendar/consulta-de-cardiolog%C3%ADa,/spain/es/services/cardiologo-online,True,,,,
279,/booking-calendar/consulta-de-dermatolog%C3%ADa,/spain/es/services/dermatologia-especialista-online,True,,,,
280,/booking-calendar/consulta-de-psicolog%C3%ADa,/spain/es/services/psicologo-online,True,,,,
281,/booking-calendar/consulta-de-psiquiatr%C3%ADa,/spain/es/services/psiquiatra-online,True,,,,
282,/booking-calendar/consulta-p%C3%A9rdida-de-peso,/spain/es/services/control-peso-online,True,,,,
283,/booking-calendar/renovacion-de-tratamiento,/spain/es/services/renovacion-tratamiento-online,True,,,,
284,/booking-calendar/consulta-para-disfunci%C3%B3n-er%C3%A9ctil,/spain/es/services/salud-masculina-online,True,,,,
285,/booking-calendar/medicina-fisica-y-rehabilitacion,/spain/es/services/musculoesqueletico-online,True,,,,
286,/booking-calendar/sp-consulta-medica-pediatrica,/spain/es/services/pediatria-online,True,,,,
287,/booking-calendar/pracovn%C3%AD-neschopnost,/czechia/cs/services/neschopenka-online,True,,,,
288,/booking-calendar/obnova-l%C3%A9%C4%8Dby,/czechia/cs/services/obnoveni-lecby,True,,,,
289,/booking-calendar/l%C3%A9ka%C5%99sk%C3%A1-konzultace,/czechia/cs/services/lekar-online-praha,True,,,,
290,/booking-calendar/konsultace-s-dermatologem,/czechia/cs/services/kozni-konzultace-praha,True,,,,
291,/booking-calendar/konsultace-s-pediatrem,/czechia/cs/services/detsky-lekar-online,True,,,,
292,/booking-calendar/konsultace-s-psychiatrem,/czechia/cs/services/dusevni-zdravi-online,True,,,,
293,/booking-calendar/konsultace-s-psychologem,/czechia/cs/services/dusevni-zdravi-online,True,,,,
294,/booking-calendar/konzultace-pro-hubnut%C3%AD,/czechia/cs/services/kontrola-vahy-online,True,,,,
295,/booking-calendar/konzultace-pro-diabetes,/czechia/cs/services/chronicka-onemocneni,True,,,,
296,/booking-calendar/konzultace-pro-erektiln%C3%AD-dysfunkci,/czechia/cs/services/muzske-zdravi-online,True,,,,
297,/booking-calendar/ortopedick%C3%A1-konsultace,/czechia/cs/services/bolesti-pohyboveho-aparatu,True,,,,
298,/booking-calendar/konsultace-s-fyzioterapeutem,/czechia/cs/services/bolesti-pohyboveho-aparatu,True,,,,
299,/booking-calendar/ro-consulta%C8%9Bie-de-dermatologie,/romania/ro/services/consultatie-dermatologica,True,,,,
300,/booking-calendar/ro-consulta%C8%9Bie-de-neurologie,/romania/ro/services/consultatie-neurologie,True,,,,
301,/booking-calendar/ro-consulta%C8%9Bie-pentru-migren%C4%83,/romania/ro/services/consultatie-neurologie,True,,,,
302,/booking-calendar/ro-consulta%C8%9Bie-de-pediatrie,/romania/ro/services/consultatie-pediatrie,True,,,,
303,/booking-calendar/ro-consulta%C8%9Bie-de-psihiatrie,/romania/ro/services/sanatate-mintala-online,True,,,,
304,/booking-calendar/ro-consulta%C8%9Bie-de-psihologie,/romania/ro/services/sanatate-mintala-online,True,,,,
305,/booking-calendar/ro-consulta%C8%9Bie-de-nutri%C8%9Bie,/romania/ro/services/controlul-greutatii,True,,,,
306,/booking-calendar/ro-consulta%C8%9Bie-diabet,/romania/ro/services/boli-cronice-online,True,,,,
307,/booking-calendar/ro-consulta%C8%9Bie-hipertensiune,/romania/ro/services/boli-cronice-online,True,,,,
308,/booking-calendar/ro-consulta%C8%9Bie-medic-de-familie,/romania/ro/services/medic-online-romania,True,,,,
309,/booking-calendar/ro-consulta%C8%9Bie-respiratorie,/romania/ro/services/medic-online-romania,True,,,,
310,/booking-calendar/ro-consulta%C8%9Bie-pentru-managementul-dure,/romania/ro/services/evaluare-durere,True,,,,
311,/booking-calendar/ro-consulta%C8%9Bie-de-ortopedie,/romania/ro/services/dureri-musculo-scheletice,True,,,,
312,/booking-calendar/ro-consulta%C8%9Bie-de-fizioterapie,/romania/ro/services/dureri-musculo-scheletice,True,,,,
313,/booking-calendar/ro-consulta%C8%9Bie-disfunc%C8%9Bie-erectil%C4%83,/romania/ro/services/sanatatea-barbatului-online,True,,,,
314,/booking-calendar/ro-consulta%C8%9Bie-de-ginecologie-obstet,/romania/ro/services/sanatatea-femeii-online,True,,,,
315,/booking-calendar/ro-re%C3%AEnnoire-tratament,/romania/ro/services/reinnoire-tratament,True,,,,
316,/booking-calendar/ie-gp-family-medicine,/ireland/en/gp-consultation-online,True,,,,
317,/booking-calendar/:slug(konsultace-.*),/czechia/cs/book,True,,,,
318,/booking-calendar/:slug(konzultace-.*),/czechia/cs/book,True,,,,
319,/booking-calendar/consulta-con-dietista,/spain/es/book,True,,,,
320,/booking-calendar/consulta-de-endocrinolog%C3%ADa,/spain/es/book,True,,,,
321,/booking-calendar/consulta-de-gastroenterolog%C3%ADa,/spain/es/book,True,,,,
322,/booking-calendar/consulta-de-inmunoalergolog%C3%ADa,/spain/es/book,True,,,,
323,/booking-calendar/consulta-de-neumolog%C3%ADa,/spain/es/book,True,,,,
324,/booking-calendar/consulta-de-neurolog%C3%ADa,/spain/es/book,True,,,,
325,/booking-calendar/consulta-de-oncolog%C3%ADa,/spain/es/book,True,,,,
326,/booking-calendar/consulta-de-reumatolog%C3%ADa,/spain/es/book,True,,,,
327,/booking-calendar/consulta-de-urolog%C3%ADa,/spain/es/book,True,,,,
328,/booking-calendar/consulta-com-dietista,/portugal/pt/book,True,,,,
329,/booking-calendar/consulta-da-diabetes,/portugal/pt/book,True,,,,
330,/booking-calendar/medicare-consulta-da-diabetes,/portugal/pt/book,True,,,,
331,/booking-calendar/consulta-para-diabetes,/portugal/pt/book,True,,,,
332,/booking-calendar/consulta-de-endocrinologia,/portugal/pt/book,True,,,,
333,/booking-calendar/consulta-de-gastroenterologia,/portugal/pt/book,True,,,,
334,/booking-calendar/consulta-de-immunoalergologia,/portugal/pt/book,True,,,,
335,/booking-calendar/consulta-de-neurologia,/portugal/pt/book,True,,,,
336,/booking-calendar/consulta-de-pneumologia,/portugal/pt/book,True,,,,
337,/booking-calendar/consulta-de-reumatologia,/portugal/pt/book,True,,,,
338,/booking-calendar/consulta-de-urologia,/portugal/pt/book,True,,,,
339,/booking-calendar/consulta-de-venerologia,/portugal/pt/book,True,,,,
340,/booking-calendar/consulta-de-fisioterapia,/portugal/pt/book,True,,,,
341,/booking-calendar/consulta-de-fisioterapia-1,/portugal/pt/book,True,,,,
342,/booking-calendar/:slug(ro-.*),/romania/ro/book,True,,,,
343,/booking-calendar/:slug(pt-.*),/portugal/pt/book,True,,,,
344,/booking-calendar/:slug(cz-.*),/czechia/cs/book,True,,,,
345,/booking-calendar/:slug(sp-.*),/spain/es/book,True,,,,
346,/:locale(cs|es|pt|ro)/booking-calendar/:slug(ro-.*),/romania/ro/book,True,,,,
347,/:locale(cs|es|pt|ro)/booking-calendar/:slug(pt-.*),/portugal/pt/book,True,,,,
348,/:locale(cs|es|pt|ro)/booking-calendar/:slug(cz-.*),/czechia/cs/book,True,,,,
349,/:locale(cs|es|pt|ro)/booking-calendar/:slug(sp-.*),/spain/es/book,True,,,,
350,/booking-calendar/:slug,/ireland/en/book,True,,,,
351,/:locale(cs|es|pt|ro)/booking-calendar/:slug,/ireland/en/book,True,,,,
352,/ireland-team,/ireland/en/doctors,True,,,,
353,/general-consultation-ie,/ireland/en/gp-consultation-online,True,,,,
354,/specialty-ie,/ireland/en/see-a-specialist,True,,,,
355,/home-cz,/czechia/cs,True,,,,
356,/czechia-team,/czechia/cs/doctors,True,,,,
357,/general-consultation-cz,/czechia/cs/gp-consultation-online,True,,,,
358,/specialty-cz,/czechia/cs,True,,,,
359,/home-pt,/portugal/pt,True,,,,
360,/portugal-team,/portugal/pt/doctors,True,,,,
361,/general-consultation-pt,/portugal/pt/gp-consultation-online,True,,,,
362,/specialty-pt,/portugal/pt/see-a-specialist,True,,,,
363,/home-sp,/spain/es,True,,,,
364,/spain-team,/spain/es/doctors,True,,,,
365,/general-consultation-sp,/spain/es/gp-consultation-online,True,,,,
366,/specialty-sp,/spain/es/see-a-specialist,True,,,,
367,/home-rm,/romania/ro,True,,,,
368,/romania-team,/romania/ro/doctors,True,,,,
369,/general-consultation-rm,/romania/ro/gp-consultation-online,True,,,,
370,/specialty-rm,/romania/ro/see-a-specialist,True,,,,
371,/home-br,/brazil/pt,True,,,,
372,/brazil-team,/brazil/pt/doctors,True,,,,
373,/general-consultation-br,/brazil/pt/gp-consultation-online,True,,,,
374,/specialty-br,/brazil/pt,True,,,,
375,/ireland-doctors/dr-miraim-faiz,/ireland/en/doctors/dr-mariam-faiz,True,,,,
376,/:locale(cs|es|pt|ro)/ireland-doctors/dr-miraim-faiz,/ireland/en/doctors/dr-mariam-faiz,True,,,,
377,/ireland-doctors/silvia-alexandra-raminhos-fernandes,/ireland/en/doctors/silvia-alexandre-fernandes,True,,,,
378,/:locale(cs|es|pt|ro)/ireland-doctors/silvia-alexandra-raminhos-fernandes,/ireland/en/doctors/silvia-alexandre-fernandes,True,,,,
379,/portugal-doctors/dr-vitor-pais,/portugal/pt/doctors/dr-vitor-hugo-de-matos-pais,True,,,,
380,/:locale(cs|es|pt|ro)/portugal-doctors/dr-vitor-pais,/portugal/pt/doctors/dr-vitor-hugo-de-matos-pais,True,,,,
381,/ireland-doctors/dr.-mohamed-fadzly-mustafar,/ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,True,,,,
382,/:locale(cs|es|pt|ro)/ireland-doctors/dr.-mohamed-fadzly-mustafar,/ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,True,,,,
383,/ireland-doctors/dr-khoiamul-islam,/ireland/en/doctors/khoiamul-islam,True,,,,
384,/:locale(cs|es|pt|ro)/ireland-doctors/dr-khoiamul-islam,/ireland/en/doctors/khoiamul-islam,True,,,,
385,/ireland-doctors/dr-maristela-ferro-nepomuceno,/ireland/en/doctors/maristela-ferro-nepomuceno,True,,,,
386,/:locale(cs|es|pt|ro)/ireland-doctors/dr-maristela-ferro-nepomuceno,/ireland/en/doctors/maristela-ferro-nepomuceno,True,,,,
387,/czechia-doctors/mudr-ahmed-maklad,/czechia/cs/doctors/dr-ahmed-maklad,True,,,,
388,/:locale(cs|es|pt|ro)/czechia-doctors/mudr-ahmed-maklad,/czechia/cs/doctors/dr-ahmed-maklad,True,,,,
389,/spain-doctors/javier-villarte-betancor,/spain/es/doctors/dr-javier-villarte-betancor,True,,,,
390,/:locale(cs|es|pt|ro)/spain-doctors/javier-villarte-betancor,/spain/es/doctors/dr-javier-villarte-betancor,True,,,,
391,/spain-doctors/tomás-ruiz-palacios,/spain/es/doctors/dr-tomas-ruiz-palacios,True,,,,
392,/czechia-doctors/mudr-michael-nytra,/czechia/cs/doctors/dr-michael-nytra,True,,,,
393,/:locale(cs|es|pt|ro)/czechia-doctors/mudr-michael-nytra,/czechia/cs/doctors/dr-michael-nytra,True,,,,
394,/czechia-doctors/mudr-jana-cyplinska,/czechia/cs/doctors,True,,,,
395,/:locale(cs|es|pt|ro)/czechia-doctors/mudr-jana-cyplinska,/czechia/cs/doctors,True,,,,
396,/czechia/:lang(en|pt|es|cs|ro|de)/doctors/mudr-jana-cyplinska,/czechia/:lang/doctors,True,,,,
397,/czechia-doctors/mudr-libor-hlavaty,/czechia/cs/doctors,True,,,,
398,/:locale(cs|es|pt|ro)/czechia-doctors/mudr-libor-hlavaty,/czechia/cs/doctors,True,,,,
399,/czechia/:lang(en|pt|es|cs|ro|de)/doctors/mudr-libor-hlavaty,/czechia/:lang/doctors,True,,,,
400,/czechia-doctors/mudr-andrei-lavrov,/czechia/cs/doctors,True,,,,
401,/:locale(cs|es|pt|ro)/czechia-doctors/mudr-andrei-lavrov,/czechia/cs/doctors,True,,,,
402,/czechia/:lang(en|pt|es|cs|ro|de)/doctors/mudr-andrei-lavrov,/czechia/:lang/doctors,True,,,,
403,/ireland-doctors/:slug((?!(?:dr-grainne-ahern|dr-mala-vili-rajan|dr-andra-cristea|dr-mirza-aun-mohammad)/?$)[^/]+),/ireland/en/doctors/:slug,True,,,,
404,/czechia-doctors/:slug,/czechia/cs/doctors/:slug,True,,,,
405,/pt/portugal-doctors/:slug((?!(?:dr-luis-infante)/?$)[^/]+),/portugal/pt/doctors/:slug,True,,,,
406,/spain-doctors/:slug((?!(?:irene-galve-moros|dr-yliana-muñoz-bravo|dr-yliana-mu%C3%B1oz-bravo|dr-daniela-stefani-)/?$)[^/]+),/spain/es/doctors/:slug,True,,,,
407,/romania-doctors/:slug,/romania/ro/doctors/:slug,True,,,,
408,/pt/about,/ireland/en/about,True,,,,
409,/portugal/medical-certificate-for-driving-license,/portugal/pt/services/certificado-medico-carta-de-conducao,True,,,,
410,/brazil/cs/:path*,/brazil/pt/:path*,True,,,,
411,/brazil/ro/:path*,/brazil/pt/:path*,True,,,,
412,/brazil/de/:path*,/brazil/pt/:path*,True,,,,
413,/ireland-specialist-consultations/cardiology-consultation,/ireland/en/services/cardiology-specialist-consultation,True,,,,
414,/ireland-specialist-consultations/neurology-consultation,/ireland/en/services/neurology-specialist-consultation,True,,,,
415,/ireland-specialist-consultations/nutrition-consultation,/ireland/en/services/nutrition-specialist-consultation,True,,,,
416,/ireland-specialist-consultations/pediatric-consultation,/ireland/en/services/paediatric-specialist-consultation,True,,,,
417,/ireland-specialist-consultations/physiotherapy-consultation,/ireland/en/services/physiotherapy-specialist-consultation,True,,,,
418,/ireland-specialist-consultations/psychiatry-consultation,/ireland/en/services/psychiatry-specialist-consultation,True,,,,
419,/ireland-specialist-consultations/psychology-consultation,/ireland/en/services/psychology-specialist-consultation,True,,,,
420,/ireland-specialist-consultations/:slug,/ireland/en/see-a-specialist,True,,,,
421,/service-page/:slug,/ireland/en/see-a-specialist,True,,,,
422,/ireland/sick-leave,/ireland/en/services/sick-certificate-ireland,True,,,,
423,/ireland/self-referral,/ireland/en/services/referral-and-investigations,True,,,,
424,/ireland/referral-consultation,/ireland/en/services/referral-and-investigations,True,,,,
425,/ireland/mental-health-assessment-consultation,/ireland/en/services/mental-health-consultation,True,,,,
426,/ireland/hypertension-consultation,/ireland/en/health/hypertension,True,,,,
427,/ireland/migraine-consultation,/ireland/en/health/migraine,True,,,,
428,/ireland/medical-consultation,/ireland/en/services/acute-medical-consultation,True,,,,
429,/ireland/weight-loss-consultation,/ireland/en/services/weight-management-consultation,True,,,,
430,/ireland/erectyle-dysfunction-consultation,/ireland/en/services/mens-health-consultation,True,,,,
431,"/ireland/:slug([a-z0-9-]{3,})",/ireland/en/gp-consultation-online,True,,,,
432,/:locale(cs|es|pt|ro)/czechia-doctors/:slug,/czechia/cs/doctors/:slug,True,,,,
433,/:locale(cs|es|pt|ro)/ireland-doctors/:slug((?!(?:dr-grainne-ahern|dr-mala-vili-rajan|dr-andra-cristea|dr-mirza-aun-mohammad)/?$)[^/]+),/ireland/en/doctors/:slug,True,,,,
434,/:locale(cs|es|pt|ro)/portugal-doctors/:slug((?!(?:dr-luis-infante)/?$)[^/]+),/portugal/pt/doctors/:slug,True,,,,
435,/:locale(cs|es|pt|ro)/spain-doctors/:slug((?!(?:irene-galve-moros|dr-yliana-muñoz-bravo|dr-yliana-mu%C3%B1oz-bravo|dr-daniela-stefani-)/?$)[^/]+),/spain/es/doctors/:slug,True,,,,
436,/:locale(cs|es|pt|ro)/romania-doctors/:slug,/romania/ro/doctors/:slug,True,,,,
437,/portugal-doctors/:slug((?!(?:dr-luis-infante)/?$)[^/]+),/portugal/pt/doctors/:slug,True,,,,
438,/:locale(cs|es|pt|ro)/ireland-team,/ireland/en/doctors,True,,,,
439,/:locale(cs|es|pt|ro)/portugal-team,/portugal/pt/doctors,True,,,,
440,/:locale(cs|es|pt|ro)/spain-team,/spain/es/doctors,True,,,,
441,/:locale(cs|es|pt|ro)/romania-team,/romania/ro/doctors,True,,,,
442,/:locale(cs|es|pt|ro)/brazil-team,/brazil/pt/doctors,True,,,,
443,/:locale(cs|es|pt|ro)/home-pt,/portugal/:locale,True,,,,
444,/:locale(cs|es|pt|ro)/home-sp,/spain/:locale,True,,,,
445,/:locale(cs|es|pt|ro)/home-cz,/czechia/:locale,True,,,,
446,/:locale(cs|es|pt|ro)/home-rm,/romania/:locale,True,,,,
447,/:locale(es|pt)/home-br,/brazil/:locale,True,,,,
448,/:locale(cs|ro)/home-br,/brazil/pt,True,,,,
449,/:locale(cs|es|pt|ro)/home,/ireland/:locale,True,,,,
450,/:locale(cs|es|pt|ro)/home-delivery,/ireland/:locale/lab-tests,True,,,,
451,/cs,/czechia/cs,True,,,,
452,/careers,/ireland/en/about,True,,,,
453,/:locale(cs|es|pt|ro)/careers,/ireland/en/about,True,,,,
454,/legal-notices,/ireland/en/legal,True,,,,
455,/:locale(cs|es|pt|ro)/legal-notices,/ireland/en/legal,True,,,,
456,/book-online,/ireland/en/book,True,,,,
457,/:locale(cs|es|pt|ro)/book-online,/ireland/en/book,True,,,,
458,/plans-pricing,/ireland/en/pricing,True,,,,
459,/:locale(cs|es|pt|ro)/plans-pricing,/ireland/en/pricing,True,,,,
460,/corporate-plans,/ireland/en/pricing,True,,,,
461,/return-and-refund-policy,/privacy,True,,,,
462,/copy-of-privacy-policy,/privacy,True,,,,
463,/:locale(cs|es|pt|ro)/copy-of-privacy-policy,/privacy,True,,,,
464,/term-and-conditions,/terms,True,,,,
465,/:locale(cs|es|pt|ro)/term-and-conditions,/terms,True,,,,
466,/:locale(cs|es|pt|ro)/specialty-ie,/ireland/en/see-a-specialist,True,,,,
467,/:locale(cs|es|pt|ro)/specialty-pt,/portugal/pt/see-a-specialist,True,,,,
